,label,text,like_count
0,1,一场疫情，全民成了厨子，医护成了战士， 老师都成了主播，机关干部成了门卫，家长成了班主任， 只有孩子们，依然是神兽！小区门口的保安都成了哲学家，问的都是直击灵魂深处的终极哲学问题：1、你是谁？2、你从哪里来？3、你要到哪里去？然后深情地给你一枪，看你是不是头脑发热了,817
1,1,身为中国人我们都应该感到自豪！大家都看到了，短时间内只有我国才能完成闭户封城的创举！短时间内只有我国能建造那么多的医院！短时间内只有我国有无数八方支援的同胞，一线工作者辛苦了！此次我们也付出了惨痛的代价，平凡而伟大的英雄们一路走好！希望疫情早早结束！我爱中国！中国加油！??,279
2,0,内地除湖北省外新增11，浙江7（输入），上海1、辽宁3（丹东），现有疑似病历434,104
3,0,盘之感要来了,23
4,0,电视剧都不敢这么拍啊，湖北武汉，怎么会这样，简直可以拍一部《人民的名义2》那些优秀的企业家惨遭坑害，无处说理，太心痛了#聊聊山河那些事儿#,53
5,0,可否把新增确诊的省份也拆下呢~毕竟没几个省份有数据了~,27
6,0,请实施外籍入境强制隔离14天！！！不要让全国人民的努力成果毁在他们手里！！！,45
7,0,#健康发布# 【截至3月2日24时新型冠状病毒肺炎疫情最新情况】       3月2日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例125例，新增死亡病例31例（湖北31例），新增疑似病例129例。,1
8,0,请不要因为现在疏忽大意，推迟拐点到来甚至是疫情结束的时间，到头来只会害己误国。虽然现已复工复产，不意味着能走亲访友、踏青赏花，不能放松了防控，而是要做到疫情防控与经济发展两不误。为了这场疫情，国家投入了大量财力、物力，我们好不容易迎来疫情防控的积极变化。加油呀加油呀,7
9,0,@心血管科张医生: 山川异域，风月同天。令人心痛的是我们国家控制住了，国外蔓延爆发的可能不容乐观，已经从地图上看，现在大半个地球都在跟新型冠状病毒作斗争，疫情相关国家或地区的人民，此刻更能体会到人类命运共同体的意义，真希望尽快取得这场斗争的全面胜利。 ,9
10,0,请问一下，无症状感染者是否是确诊病例？,6
11,0,不得不说，卫计委的统计数据已经成为每天的一股清流，平衡着百姓与zf间的矛盾，但愿早日统一zg,6
12,1,可以把湖北以外的顺带报一下吗,7
13,1,全国新增病历125例，终于迎来一百这个数字了，要坚持。中国加油！,1
14,1,1、外省新增死亡连续两天为零，希望一直保持下去。2、武汉新增确诊数明天有望降至1百以下，其它城市基本受控状态。3、外省一个防外输；一个防复工聚集；另一个是防前期排查不到，有遗漏的，丹东病例就是教训。,7
15,1,降了降了 湖北降到一百多了考研报考武汉的人希望武汉加油我还要去复试呢,6
16,0,湖北省武汉以外的市何时解封，要把外省春节期间来这破地方的人给弄死么？,19
17,0,严防死守，困住N天无新增的湖北其他市，境外输入病例都来了,9
18,1,浙江丽水市青田县输入病例希望能够管控好,2
19,0,注意,1
20,0,,1
21,0,外省11例？哪个省,0
22,0,转发微博,0
23,0,?,0
24,0,,0
25,0,,0
26,1,天天更新增加大家警惕心,0
27,1,胜利在望啊！,0
28,1,还请关注下世界第一的首都健康，每次更新时间都能全国第一，为全国起到了表率作用，而且用手机更新，基本说明还在被窝里，还没起床就更新，多么感人，还请着重表彰一下,0
29,1,一天天好起来,0
30,1,面对逐渐蔓延的疫情，要做好长期防御、逐渐适应的准备,0
31,0,.,0
32,0,不是每天排查体温吗，丹东三例怎么回事,0
33,0,和,0
34,1,等待是个漫长的过程。,0
35,0,,0
36,1,加油,0
37,1,一线工作者辛苦了！此次我们也付出了惨痛的代价，平凡而伟大的英雄们一路走好！希望疫情早早结束！我爱中国！中国加油！,1
38,1,加油！中国?? 必胜！,0
39,0,除湖北以外的另外11例是哪些省？,1
40,0,转发微博,1
41,1,最后的坚持 坚持即是胜利[加油],1
42,1,真是好消息,1
43,1,[加油][加油][加油],0
44,1,密切接触者消化完就好了！！,0
45,0,,0
46,1,治愈出院病例2742例，加油！一切都会好起来的[加油],0
