,label,text,like_count
0,0,演小品呢？？跟全国人民都乐子呢？,8789
1,0,可见当地管理多混乱,7552
2,0,我去，谁这么大胆子……,3006
3,0,所以这几个小时内放出去的有谁?,2937
4,0,这是给新领导使绊子呢？,1453
5,0,一看到那个通告就有点心惊胆战，好不容易有的好转别功亏一篑，医护人员够累了，复工也耽搁不起了，还是消停一点吧，取消就好，只是下次出文件要稳妥点，研究好,1256
6,0,没经指挥部同意也能落款指挥部？,1089
7,0,向新领导示威么,872
8,0,闹呢？,490
9,0,服了。同情我们王书记，这是接了个啥烂摊子,661
10,0,太骚了,562
11,0,架空领导？？？给新领导下马威？？？？厉害厉害,618
12,0,我就说现在就放出来人得有多大胆...看来中央有人在还是能管的了武汉的～,426
13,0,一会真一会假，武汉真会玩,305
14,0,用防控组的名义发布17号令？是书记同意的还是市长同意的？？？胆子大了啊！,267
15,0,武汉是有多混乱，数字改来改去，通知改来改去,284
16,0,原来的二把手对新来的一把手还没放在眼里吧，,282
17,0,你们难道忘了最终解释权归武汉政府所有吗？你敢质疑,201
18,0,这也可以？这时候还有这种迷之操作？不经领导同意就敢发布公告，太肆意妄为了吧。,165
19,0,朝令夕改，内有乾坤,126
20,0,感觉王书记的工作不好做啊,143
21,0,搞啥呢，都这时候了还玩派系斗争？,126
22,0,一点都不惊喜，一点都不意外。,88
23,0,两个通告之间有没有人出城？,70
24,0,让大家见识一下只换大领导是没用的。,81
25,0,武汉zf真的要害死武汉无辜的市民啊……,96
26,0,这种操作，很武汉。,74
27,0,想问这个领导叫什么名字？？？？？？？？,48
28,0,朝令夕改，神操作,43
29,0,看到全国各地“争先恐后”的降低防控标准，也等不及了？,45
30,0,只用批评就可以了，这都不撤职？,49
31,0,我们关心的是，这段时间有多少出城的？,39
32,0,武汉的班子真厉害,49
33,0,改来改去，丧失了公信力，丢掉了民心，剩下的还有什么。？！，不知道现在武汉到底什么情况，谁又能说了算呢。？！,56
34,0,我们武汉的领导可真的秀，天天没事吓全国人民玩呢,44
35,0,现在看来，疫情背后还有不少利益博弈，甚至是内部斗争。按说堂堂武汉不至于管理水平如此低下。如此看来，疫情是表面，内斗是根本。所有天灾都是人祸……,52
36,0,主要看 17号令最后一句话，失效时间另行通知，然后这会就通知无效了。寿命最短的一条令。,37
37,0,整天跟闹着玩呢,37
38,0,先不说这个能不能回。麻烦先把武汉市所有小区的超市对接社区买菜安顿好，打击那种团购恶意涨价的太不要脸了。发国难财有良心吗？通通抓起来。气愤?,43
39,0,武汉发生什么不正常的事，都是正常的。,40
