,label,text,like_count
0,1,祝福火神山雷神山医院也早日关门大吉,256
1,1,关门大吉 关的好,103
2,1,太好啦,47
3,1,快点关门大吉吧！！,39
4,1,对抗病毒的战斗的战果，是每一个平凡一切岗位的付出换来的。所有一线的人都是英雄。祝早日平安回家团聚。,22
5,1,关门大吉,18
6,1,真好！关门大吉！,10
7,1,快点关门吧，这个真的应了那句关门大吉愿大家都健康平安,18
8,1,河南人民发来贺电,13
9,1,关门大吉真的成为祝福语了，关门大吉，恭喜恭喜！,14
10,1,感谢你们及时来，也请你们快回去,12
11,1,恭喜恭喜,7
12,1,终于等到了这一天,7
13,1,国家民族危矣，国人再不清醒，怕是要跪下了。,14
14,1,希望火神山等医院都关门大吉?,10
15,1,“疫情不散，我们不退”都要平平安安的归来,3
16,1,雷神山火神山关闭那日就是我们胜利的时刻 很快就能到来了 我相信[加油],2
17,1,现在进入需要严防输入的阶段了,6
18,1,关门大吉，真好！,5
19,1,大山东的少数民族和港澳台侨胞子女??考加分！最底层的是汉族孩子被变相减分！抗疫一线的医护人员等子女可以中考加分！这就相当于给其他孩子变相的减分！政府奖励有贡献的医护人员，我们支持，但你为什么不加大教育投入？为什么不增加招生名额？这就是山东从上到下的懒政现状@山东省教育厅@青岛发布,6
20,1,关门大吉好！加油?,2
21,1,辛苦了，太棒啦,2
22,1,关的好！！！,2
23,1,太棒了！,2
24,1,好消息越来越多啦,3
25,1,开门大吉变关门大吉啦?,1
26,1,好消息越来越多啦，加油,1
27,1,震惊！武汉一共只有14家，竟然倒闭了11家，另外3家也快了！！！,1
28,1,恭喜关门大吉！期待全国疫情早日清0,1
29,1,加油加油,1
30,1,我们共同迎接春暖花开，相信一切都会好起来的，中国加油！！,1
31,1,早日关门大吉,2
32,1,太棒了！都快关舱吧！,2
33,1,恭喜火神山等医院都关门大吉?,1
34,1,关门大吉,1
35,1,祝火神山雷神山医院也早日关门大吉！,1
36,1,重症都是拖延出来的,1
37,1,早日摆脱病毒骚扰,1
38,1,真好。,1
39,1,祝早日关门大吉,1
40,1,恭喜关门大吉！?,1
41,1,关的太好了！,1
42,1,真好  关门大吉了,1
43,1,关的好，全国欢呼,1
44,1,关门大吉，这个时候最好的祝福语,1
45,1,祝你关门大吉,1
46,1,加油！所有方舱医院，火雷两兄弟早日功成身退,1
47,1,关门大吉，撒花?,1
48,1,武汉加油！中国人民与你们一条心,1
49,1,确认过眼神，我就想着你关门,1
50,1,希望火神山关门大吉,1
51,1,尼格买提等疫情结束了去这里开一档 关门大吉的节目,1
52,1,祝早日关门大吉，永无再开之日,1
53,1,早日关门大吉,1
54,1,关门大吉好，加油加油,1
55,1,情况越来越好了,1
56,1,太好了,2
57,1,早日关门大吉,1
58,1,关门大吉,3
59,1,祝愿火神山雷神山医院也早日关门大吉[加油][加油],1
60,1,早点关门早点关门！,1
61,1,大家都辛苦了,1
62,1,一路风雨兼程，回首万水千山。中国必胜！,3
63,1,棒呆！！！！！！,1
64,1,希望更多“关门”,1
65,1,永远别开了,1
66,1,中国加油！！！,1
67,1,真好！！！,1
68,1,不知贵州省高三初三封闭式管理是否属实！希望决定赶快下来！这样比较安全！,2
69,1,能评论的新闻都是正常新闻,2
70,1,快点关门大吉,1
71,1,好,1
72,1,太好了！！！同时也殷切的希望人民日报也能早日关门大吉,4
73,1,,1
74,1,留着2021年在用,1
75,1,早点关门！！！拜托了！！！,1
76,1,火神山雷神山医院：滚吧疫情！我们都关门大吉了！新冠病毒：我太难了。,1
77,1,所有全部关闭.指日可待,1
78,1,这我应该说“关的好”,1
79,1,好，关门好，最好全关了。,1
80,1,女神节最美的礼物?,1
81,1,确认过眼神，期待你的关门！,1
82,1,会好的！加油！！,1
83,1,“关门大吉”，期待所有医护人员平安归来?,0
84,1,关门大吉，大吉大利,0
85,1,快点来吧,0
86,1,祝早日关门大吉,0
87,1,关门大吉,0
88,1,医生护士们真的太辛苦了,0
89,1,棒??,0
90,1,早日关门大吉,0
91,1,,0
92,1,最好的“关门大吉”！,0
93,1,外省:湖北加油！  湖北人:我想出门！外省:滚！,0
94,1,加油加油加油(? ??_??)?,0
95,1,关门大吉。,0
96,1,太好啦  武汉加油  中国加油  我们能行  ,0
97,1,转发微博,0
98,1,关门大吉,0
99,1,第一次那么希望可以关门大吉,0
100,1,这是准备解禁复工的节奏啊！不久就可以去武汉了！,0
101,1,早点关门大吉呀,0
102,1,太好了！,0
103,1,早日关门大吉,0
104,1,关门大吉,0
105,1,太好了！希望以后永远用不上,0
106,1,关门大吉,0
107,1,恭喜恭喜,0
108,1,关门大吉！,0
109,1,。,0
110,1,恭喜恭喜,0
111,1,对抗病毒的战斗的战果，是每一个平凡一切岗位的付出换来的。所有一线的人都是英雄。祝早日平安回家团聚。,0
112,1,真好 辛苦了,0
113,1,恭喜关门大吉,0
114,1,关门大吉，最好的消息,0
115,1,,0
116,1,太好啦,0
117,1,挺好的。,0
118,1,好消息啊，开心。我们国家真给力，建医院的时候行动迅速，救治了好多人。越来越好了。,0
119,1,真好！！！,0
120,1,祝福火神山雷神山医院也早日关门大吉,256
121,1,关门大吉 关的好,103
122,1,太好啦,47
123,1,快点关门大吉吧！！,39
124,1,对抗病毒的战斗的战果，是每一个平凡一切岗位的付出换来的。所有一线的人都是英雄。祝早日平安回家团聚。,23
125,1,关门大吉,18
126,1,真好！关门大吉！,10
127,1,快点关门吧，这个真的应了那句关门大吉愿大家都健康平安,19
128,1,河南人民发来贺电,13
129,1,关门大吉真的成为祝福语了，关门大吉，恭喜恭喜！,14
130,1,感谢你们及时来，也请你们快回去,12
131,1,恭喜恭喜,7
132,1,终于等到了这一天,7
133,1,国家民族危矣，国人再不清醒，怕是要跪下了。,14
134,1,希望火神山等医院都关门大吉?,10
135,1,“疫情不散，我们不退”都要平平安安的归来,3
136,1,雷神山火神山关闭那日就是我们胜利的时刻 很快就能到来了 我相信[加油],2
137,1,现在进入需要严防输入的阶段了,6
138,1,关门大吉，真好！,5
139,1,大山东的少数民族和港澳台侨胞子女??考加分！最底层的是汉族孩子被变相减分！抗疫一线的医护人员等子女可以中考加分！这就相当于给其他孩子变相的减分！政府奖励有贡献的医护人员，我们支持，但你为什么不加大教育投入？为什么不增加招生名额？这就是山东从上到下的懒政现状@山东省教育厅@青岛发布,6
140,1,关门大吉好！加油?,2
141,1,辛苦了，太棒啦,2
142,1,关的好！！！,2
143,1,太棒了！,2
144,1,好消息越来越多啦,3
145,1,开门大吉变关门大吉啦?,1
146,1,好消息越来越多啦，加油,1
147,1,震惊！武汉一共只有14家，竟然倒闭了11家，另外3家也快了！！！,1
148,1,恭喜关门大吉！期待全国疫情早日清0,1
149,1,加油加油,1
150,1,我们共同迎接春暖花开，相信一切都会好起来的，中国加油！！,1
151,1,早日关门大吉,2
152,1,太棒了！都快关舱吧！,2
153,1,恭喜火神山等医院都关门大吉?,1
154,1,关门大吉,1
155,1,祝火神山雷神山医院也早日关门大吉！,1
156,1,重症都是拖延出来的,1
157,1,早日摆脱病毒骚扰,1
158,1,真好。,1
159,1,祝早日关门大吉,1
160,1,恭喜关门大吉！?,1
161,1,关的太好了！,1
162,1,真好  关门大吉了,1
163,1,关的好，全国欢呼,1
164,1,关门大吉，这个时候最好的祝福语,1
165,1,祝你关门大吉,1
166,1,加油！所有方舱医院，火雷两兄弟早日功成身退,1
167,1,关门大吉，撒花?,1
168,1,武汉加油！中国人民与你们一条心,1
169,1,确认过眼神，我就想着你关门,1
170,1,希望火神山关门大吉,1
171,1,尼格买提等疫情结束了去这里开一档 关门大吉的节目,1
172,1,祝早日关门大吉，永无再开之日,1
173,1,早日关门大吉,1
174,1,关门大吉好，加油加油,1
175,1,情况越来越好了,1
176,1,太好了,2
177,1,早日关门大吉,1
178,1,关门大吉,3
179,1,祝愿火神山雷神山医院也早日关门大吉[加油][加油],1
180,1,早点关门早点关门！,1
181,1,大家都辛苦了,1
182,1,一路风雨兼程，回首万水千山。中国必胜！,3
183,1,棒呆！！！！！！,1
184,1,希望更多“关门”,1
185,1,永远别开了,1
186,1,中国加油！！！,1
187,1,真好！！！,1
188,1,不知贵州省高三初三封闭式管理是否属实！希望决定赶快下来！这样比较安全！,2
189,1,能评论的新闻都是正常新闻,2
190,1,快点关门大吉,1
191,1,好,1
192,1,太好了！！！同时也殷切的希望人民日报也能早日关门大吉,4
193,1,,1
194,1,留着2021年在用,1
195,1,早点关门！！！拜托了！！！,1
196,1,火神山雷神山医院：滚吧疫情！我们都关门大吉了！新冠病毒：我太难了。,1
197,1,所有全部关闭.指日可待,1
198,1,这我应该说“关的好”,1
199,1,好，关门好，最好全关了。,1
200,1,女神节最美的礼物?,1
201,1,确认过眼神，期待你的关门！,1
202,1,会好的！加油！！,1
203,1,最好的礼物，关门大吉,0
204,1,“关门大吉”，期待所有医护人员平安归来?,0
205,1,关门大吉，大吉大利,0
206,1,快点来吧,0
207,1,祝早日关门大吉,0
208,1,关门大吉,0
209,1,医生护士们真的太辛苦了,0
210,1,棒??,0
211,1,早日关门大吉,0
212,1,,0
213,1,最好的“关门大吉”！,0
214,1,外省:湖北加油！  湖北人:我想出门！外省:滚！,0
215,1,加油加油加油(? ??_??)?,0
216,1,关门大吉。,0
217,1,太好啦  武汉加油  中国加油  我们能行  ,0
218,1,转发微博,0
219,1,关门大吉,0
220,1,第一次那么希望可以关门大吉,0
221,1,这是准备解禁复工的节奏啊！不久就可以去武汉了！,0
222,1,早点关门大吉呀,0
223,1,太好了！,0
224,1,早日关门大吉,0
225,1,关门大吉,0
226,1,太好了！希望以后永远用不上,0
227,1,关门大吉,0
228,1,恭喜恭喜,0
229,1,关门大吉！,0
230,1,。,0
231,1,恭喜恭喜,0
232,1,对抗病毒的战斗的战果，是每一个平凡一切岗位的付出换来的。所有一线的人都是英雄。祝早日平安回家团聚。,0
233,1,真好 辛苦了,0
234,1,恭喜关门大吉,0
235,1,关门大吉，最好的消息,0
236,1,,0
237,1,太好啦,0
238,1,挺好的。,0
239,1,好消息啊，开心。我们国家真给力，建医院的时候行动迅速，救治了好多人。越来越好了。,0
240,1,真好！！！,0
241,1,平安归来,0
242,1,恭喜恭喜加油加油[加油],0
243,1,不但要关门大吉，而且还要把不用的方舱拆除拉走，一切恢复原状！,0
244,1,关！全关！,0
245,1,长期互动,0
246,1,剩下的几个继续关门啊,0
247,1,好消息,0
248,1,棒,0
249,1,关门大吉！早日迎来胜利的曙光！,0
250,1,关门大吉,0
251,1,全世界最令人期待的关门大吉,0
252,1,抗疫大吉,0
253,1,关门大吉,0
254,1,关门大吉,0
255,1,终于看见胜利之光了,0
256,1,大吉大利，关门大吉,0
257,1,越来越棒了！,0
258,1,太好了！希望早日“关门”大吉！,0
259,1,祝贺关门大吉！,0
260,1,恭喜！希望剩下的几家也尽快关门,0
261,1,,0
262,1,第一次觉得“关门大吉”是好事！,0
263,1,最近听到的最好的消息，没有之一??,0
264,1,关门大吉！永不开业！,0
265,1,希望再也不会开了,0
266,1,关门大吉！！！！！,0
267,1,心有多大。舞台就有多大。,0
268,1,最近听到的最好的消息，没有之一 ??,0
269,1,疫去，国泰民安！,0
270,1,真好,0
271,1,关门大吉！,0
272,1,真的是最好的消息，春天终于来了,0
273,1,jia?you,0
274,1,关门大吉,0
275,1,祝方舱医院早日关门大吉//@每日甜份:祝福火神山雷神山医院也早日关门大吉,0
276,1,加油，越来越好了,0
277,1,关门大吉,0
278,1,加油！,0
279,1,关门大吉！,0
280,1,太好了,0
281,1,关门大吉吧！！！,0
282,1,早日关门大吉！！！！！！,0
283,1,关门大吉，拜拜了您嘞,0
284,1,太好了＼(^▽^)／！,0
285,1,祝早日关门??,0
286,1,早早关门大吉！！！,0
287,1,非湖北籍被莫名其妙限制返京，谁能关注一下么。。。,2
288,1,甘肃房价请求国家调节一下！,1
289,1,不但要关，还要关的放心！一味追求快 反复的多，危险系数也会高。加油?,2
290,1,方舱政策看来是非常正确的！更及时一些就好了，总结教训吧，这么大的国家各种预案都要有的。,1
291,1,方舱医院后续的消毒工作也是个大任务,1
292,1,征用的高校宿舍也都退出来了吗,1
293,1,美国具体捐了多少能不能给个清单？,1
294,1,太棒啦！,0
295,1,太好了 ，关门大吉,0
296,1,方舱医院是真的好,0
297,1,加油?,0
298,1,最爽的关门大吉,0
299,1,关门大吉,0
300,1,让所有人都期盼着关门的医院。,0
301,1,太好了！希望永远不再有这种医院,0
302,1,祝愿中国的医院都倒闭破产,0
303,1,最好的“关门大吉”?,0
304,1,哇！让我放一挂鞭炮?,0
305,1,感谢医护工作者感谢祖国,0
306,1,关门大吉，医护早日荣归故里,0
307,1,太好了,0
308,1,关门大吉,0
309,1,中国速度 真好 人类最终战胜了 ??,0
310,1,关门大吉,0
311,1,关门大吉,0
312,1,关门大吉,0
313,1,辛苦啦 等全关那天,0
314,1,转发微博,0
315,1,逆行者平平安安，武汉人健健康康！,0
316,1,第一次由衷的说声恭喜关门大吉,0
317,1,太好啦！！！,0
318,1,关门大吉！！！,0
319,1,胜利了,0
320,1,，,0
321,1,早日关门,0
322,1,振奋人心,0
323,1,春天正朝我们缓步走来……,0
324,1,关门大吉,0
325,1,最好的“关门大吉”,0
326,1,关门大吉,0
327,1,太好啦！希望其他的也早日休仓！！,0
328,1,猫呢？,0
329,1,武汉的战疫，也要接近尾声了，奋战在一线的医护人员们辛苦了！致敬！,0
330,1,恭喜啊,0
331,1,一线医护人员太辛苦了，一天穿着这密闭的衣服，太伟大了,0
332,1,太好了,0
333,1,加油加油,0
334,1,转发微博,0
335,1,力争尽快全部休舱,0
336,1,真的是关门大吉了,0
337,1,赞,0
338,1,早日关门大吉！,0
339,1,！,0
340,1,太不容易了，关门之后，做好消毒处理，然后复检，确保完全没有病毒残留之后，再恢复正常。,0
341,1,火神山雷神山你们也要跟上哦，早点关门大吉,0
342,1,关门大吉,0
343,1,请问方舱内部志愿者需要隔离14天，一天补助是多少？如果有的话，如果没有也无所谓，有的话，不希望补贴被没干活的人拿走,1
344,1,关门大吉哦，向前线的你们说声节日快乐，辛苦啦,0
345,1,祝，早日关门大吉,0
346,1,真好,0
347,1,关门大吉,0
348,1,为什么叫方舱医院啊到现在也没整明白,0
349,1,,0
350,1,关的好,0
351,1,真好！关门大吉,0
352,1,? 呢？,0
353,1,什么时候打烊,0
354,1,太好了,0
355,1,愿湖北人民远离伤病，愿中国回复往日繁荣拥挤,0
356,1,恭喜恭喜,0
357,1,真好,0
358,1,干黄了，又干黄了！,0
359,1,关门大吉,0
360,1,转发微博,0
361,1,关门大吉,0
362,1,关门大吉,0
363,1,,0
364,1,什么时候可以开学呀,0
365,1,加油,0
366,1,买不到口罩，,0
367,1,关门大吉,0
368,1,太棒了，加油加油，会胜利的,0
369,1,关的好,0
370,1,关的好,0
371,1,开心?,0
372,1,不是杠哈，想知道为什么我们一开始不直接上方舱医院，而是在呆呆等火神雷神修好后才发现不够？这可浪费一周多的时间呐！,0
373,1,太好了d=(′▽｀)=b,0
374,1,加油～～～关门大吉！！！,0
375,1,,0
376,1,第一次期盼关门的医院,0
377,1,加油,0
378,1,好消息！,0
379,1,开封昨晚地震了，怎么就没有媒体报道？,0
380,1,关门大吉,0
381,1,关门大吉,0
382,1,希望都早日关门，,0
383,1,方舱医院火神山雷神山医院都早日关门大吉?,0
384,1,真好！,0
385,1,,0
386,1,春暖花开，山花浪漫。中国，你好。武汉，你好。,0
387,1,感恩，感恩。,0
388,1,请江汉方舱医院关门！我想我老公了一个月没回家,0
389,1,关门大吉,0
390,1,太好了[贊啊],0
391,1,加油！,0
392,1,关门大吉,0
393,1,愿所有人平安！,0
394,1,好！,0
395,1,回复@用户6525537394 的表态:,0
396,1,回复@加力91811510 的表态:,0
397,1,辛苦大家了,0
398,1,早日休舱,0
399,1,你们全都关门了，其他行业才能开门大吉,0
400,1,关门大吉?,0
401,1,关的好终于关了，希望抗疫战士们也能轮班休息一下。,0
402,1,加油武汉[加油]加油中国??,0
403,1,希望央视有一档记歌词的节目，祝福嘉宾都记不住歌词,0
404,1,祈祷全人类早日真正战胜这个该死的病毒?,1
405,1,太好了,0
406,1,点赞?医护人员辛苦了致敬,0
407,1,祝剩下的也早日“关门大吉”,0
408,1,加油?,0
409,1,为祖国点赞,0
410,1,期待洪山方舱医院也早日休舱，现在只是b区关舱了,0
411,1,关门大吉，最希望明天雷火也关了,0
412,1,快快都“关门大吉”?,0
413,1,挺好，,0
414,1,早日关门大吉！,0
415,1,关门大吉,0
416,1,加油！！！,0
417,1,继续加油,0
418,1,关门大吉，战疫早日胜利?,0
419,1,祝你们都早日关门大吉,0
420,1,心有多大。舞台就有多大。,0
421,1,关门大吉,0
422,1,加油加油！争取尽快全关。,0
423,1,@黄智贤星球,0
424,1,太好了，激动啊！愿火神山雷神山也早日关门大吉！,0
425,1,,0
426,1,#呼吁网络实名制# #健康绿色上网，共建和谐网络# 不要让网络成为键盘侠的战场,0
427,1,转发微博,0
428,1,关门大吉！,0
429,1,太好啦,0
430,1,祝你关门大吉吧,0
431,1,加油武汉!,0
432,1,太棒啦[加油][加油][加油]必胜！,0
433,1,,0
434,1,辛苦了,0
435,1,好消息请常来,0
436,1,太好了！,0
437,1,,0
438,1,~,0
439,1,?,0
440,1,每个人都是英雄，谢谢。,0
441,1,,0
442,1,@平安江阳,0
443,1,希望所有的方舱医院都能“关门大吉”啊,1
444,1,希望好消息常有,0
445,1,祝您早日，关门大吉,0
446,1,,0
447,1,创举！[加油][加油][加油],0
448,1,听取民意的意思就是删话题～不让评论吗？不让发声就没有问题吗？为什么在不相关的微博下评论，被你们逼的啊,2
449,1,?,0
450,1,会越来越好的,0
451,1,快点到来,0
452,1,,0
453,1,关门大吉,0
454,1,真是最好的关门大吉,0
455,1,真的太好了，继续努力防控疫情不放松,0
456,1,太好了,0
457,1,恭喜恭喜 关门大吉,0
458,1,终于听到好消息了啊？,0
459,1,最好的“关门大吉”！#武汉14家方舱医院11家休舱# 截至3月8日下午，武汉的14家方舱医院当中已经有11家休舱，剩余3家方舱医院累计在院患者仅剩100多人。据了解，武汉方舱医院从2月5日开始收治首批患者到今天，已运行33天，共收治新冠肺炎轻症患者12000多人。  #共同战疫# #抗疲打卡行动#,0
460,1,厉害了我的国！,0
461,1,@人民日报 湖南省株洲市出了个全国第一牛项目《汇通金港》 汇通金港政F控股第一人，千亿服饰把名扬，Z府重点大项目，领导视察又演讲，开业区长点祥师!   株洲汇通金港项目手续不齐全，市、区住建局违法给汇通金港办理竣工验收，藐视国家法律，以非法返租形式销售未竣工的商铺给消费者，请求报道一下,1
462,1,,0
463,1,,0
464,1,祝福方舱 火神山 雷神山早日倒闭,0
465,1,越来越好,0
466,1,早日关门大吉！,0
467,1,好消息越来越多啦,0
468,1,中国加油！确认过眼神，期待你的关门！,0
469,1,真是好消息啊！希望疫情得到控制,0
470,1,?,0
471,1,关门大吉，好消息！！！,0
